showRange,movieNm,rank,movieCd,openDt,audiAcc
20190128~20190203,극한직업,1,20182530,2019-01-23,7294557
20190128~20190203,뺑반,2,20180868,2019-01-30,963002
20190128~20190203,드래곤 길들이기 3,3,20186261,2019-01-30,623676
20190128~20190203,극장판 헬로카봇: 옴파로스 섬의 비밀,4,20185478,2019-01-31,309600
20190128~20190203,말모이,5,20184105,2019-01-09,2783546
20190128~20190203,러브 유어셀프 인 서울,6,20185124,2019-01-26,299207
20190128~20190203,내안의 그놈,7,20176251,2019-01-09,1910802
20190128~20190203,가버나움,8,20184896,2019-01-24,54001
20190128~20190203,그린 북,9,20184574,2019-01-09,240368
20190128~20190203,주먹왕 랄프 2: 인터넷 속으로,10,20189463,2019-01-03,1754950
20190121~20190127,극한직업,1,20182530,2019-01-23,3139563
20190121~20190127,말모이,2,20184105,2019-01-09,2657542
20190121~20190127,내안의 그놈,3,20176251,2019-01-09,1871124
20190121~20190127,러브 유어셀프 인 서울,4,20185124,2019-01-26,182103
20190121~20190127,주먹왕 랄프 2: 인터넷 속으로,5,20189463,2019-01-03,1735231
20190121~20190127,글래스,6,20182544,2019-01-17,452460
20190121~20190127,언더독,7,20186324,2019-01-16,176837
20190121~20190127,보헤미안 랩소디,8,20185485,2018-10-31,9910706
20190121~20190127,그린 북,9,20184574,2019-01-09,210652
20190121~20190127,몬스터 파크,10,20189385,2019-01-23,30571
20190114~20190120,말모이,1,20184105,2019-01-09,2224568
20190114~20190120,내안의 그놈,2,20176251,2019-01-09,1597053
20190114~20190120,글래스,3,20182544,2019-01-17,339707
20190114~20190120,주먹왕 랄프 2: 인터넷 속으로,4,20189463,2019-01-03,1606967
20190114~20190120,언더독,5,20186324,2019-01-16,122573
20190114~20190120,아쿠아맨,6,20180290,2018-12-19,5019235
20190114~20190120,극장판 공룡메카드: 타이니소어의 섬,7,20183915,2019-01-10,379569
20190114~20190120,보헤미안 랩소디,8,20185485,2018-10-31,9866810
20190114~20190120,미래의 미라이,9,20182588,2019-01-16,77985
20190114~20190120,그린 북,10,20184574,2019-01-09,173248
20190107~20190113,말모이,1,20184105,2019-01-09,1184919
20190107~20190113,내안의 그놈,2,20176251,2019-01-09,765380
20190107~20190113,주먹왕 랄프 2: 인터넷 속으로,3,20189463,2019-01-03,1342284
20190107~20190113,아쿠아맨,4,20180290,2018-12-19,4920735
20190107~20190113,극장판 공룡메카드: 타이니소어의 섬,5,20183915,2019-01-10,289878
20190107~20190113,보헤미안 랩소디,6,20185485,2018-10-31,9785679
20190107~20190113,그린 북,7,20184574,2019-01-09,99569
20190107~20190113,범블비,8,20186281,2018-12-25,1553491
20190107~20190113,PMC: 더 벙커,9,20170658,2018-12-26,1665200
20190107~20190113,스윙키즈,10,20175547,2018-12-19,1462873
20181231~20190106,아쿠아맨,1,20180290,2018-12-19,4544371
20181231~20190106,주먹왕 랄프 2: 인터넷 속으로,2,20189463,2019-01-03,758353
20181231~20190106,PMC: 더 벙커,3,20170658,2018-12-26,1607675
20181231~20190106,보헤미안 랩소디,4,20185485,2018-10-31,9610389
20181231~20190106,범블비,5,20186281,2018-12-25,1490100
20181231~20190106,스윙키즈,6,20175547,2018-12-19,1428005
20181231~20190106,점박이 한반도의 공룡2 : 새로운 낙원,7,20183785,2018-12-25,521053
20181231~20190106,언니,8,20184187,2019-01-01,172338
20181231~20190106,말모이,9,20184105,2019-01-09,151979
20181231~20190106,그린치,10,20182421,2018-12-19,543813
20181224~20181230,아쿠아맨,1,20180290,2018-12-19,3204163
20181224~20181230,범블비,2,20186281,2018-12-25,1056143
20181224~20181230,PMC: 더 벙커,3,20170658,2018-12-26,1013905
20181224~20181230,보헤미안 랩소디,4,20185485,2018-10-31,9118134
20181224~20181230,마약왕,5,20168773,2018-12-19,1787825
20181224~20181230,스윙키즈,6,20175547,2018-12-19,1195151
20181224~20181230,점박이 한반도의 공룡2 : 새로운 낙원,7,20183785,2018-12-25,333626
20181224~20181230,그린치,8,20182421,2018-12-19,458814
20181224~20181230,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,9,20183479,2018-12-19,259753
20181224~20181230,스파이더맨: 뉴 유니버스,10,20183238,2018-12-12,628327
20181217~20181223,아쿠아맨,1,20180290,2018-12-19,1250060
20181217~20181223,마약왕,2,20168773,2018-12-19,1210179
20181217~20181223,스윙키즈,3,20175547,2018-12-19,660945
20181217~20181223,보헤미안 랩소디,4,20185485,2018-10-31,8502126
20181217~20181223,그린치,5,20182421,2018-12-19,199381
20181217~20181223,국가부도의 날,6,20177552,2018-11-28,3723913
20181217~20181223,스파이더맨: 뉴 유니버스,7,20183238,2018-12-12,541794
20181217~20181223,도어락,8,20179230,2018-12-05,1546002
20181217~20181223,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,9,20183479,2018-12-19,112539
20181217~20181223,극장판 포켓몬스터 모두의 이야기,10,20183375,2018-12-19,86997
20181210~20181216,보헤미안 랩소디,1,20185485,2018-10-31,7942499
20181210~20181216,국가부도의 날,2,20177552,2018-11-28,3535998
20181210~20181216,도어락,3,20179230,2018-12-05,1427392
20181210~20181216,스파이더맨: 뉴 유니버스,4,20183238,2018-12-12,390327
20181210~20181216,호두까기 인형과 4개의 왕국,5,20189843,2018-12-06,408425
20181210~20181216,부탁 하나만 들어줘,6,20182082,2018-12-12,87501
20181210~20181216,스윙키즈,7,20175547,2018-12-19,100989
20181210~20181216,모털 엔진,8,20178825,2018-12-05,262070
20181210~20181216,런닝맨 : 풀룰루의 역습,9,20183745,2018-12-05,180709
20181210~20181216,완벽한 타인,10,20177538,2018-10-31,5270621
20181203~20181209,국가부도의 날,1,20177552,2018-11-28,2724298
20181203~20181209,보헤미안 랩소디,2,20185485,2018-10-31,7060183
20181203~20181209,도어락,3,20179230,2018-12-05,827565
20181203~20181209,호두까기 인형과 4개의 왕국,4,20189843,2018-12-06,229936
20181203~20181209,모털 엔진,5,20178825,2018-12-05,203372
20181203~20181209,런닝맨 : 풀룰루의 역습,6,20183745,2018-12-05,122873
20181203~20181209,성난황소,7,20184481,2018-11-22,1567264
20181203~20181209,완벽한 타인,8,20177538,2018-10-31,5222293
20181203~20181209,후드,9,20181905,2018-11-28,276658
20181203~20181209,신비한 동물들과 그린델왈드의 범죄,10,20176814,2018-11-14,2403686
20181126~20181202,국가부도의 날,1,20177552,2018-11-28,1571881
20181126~20181202,보헤미안 랩소디,2,20185485,2018-10-31,6046948
20181126~20181202,성난황소,3,20184481,2018-11-22,1451665
20181126~20181202,완벽한 타인,4,20177538,2018-10-31,5132043
20181126~20181202,후드,5,20181905,2018-11-28,227258
20181126~20181202,신비한 동물들과 그린델왈드의 범죄,6,20176814,2018-11-14,2362181
20181126~20181202,베일리 어게인,7,20183073,2018-11-22,78439
20181126~20181202,바울,8,20181171,2018-10-31,229837
20181126~20181202,거미줄에 걸린 소녀,9,20183007,2018-11-28,25172
20181126~20181202,투 프렌즈,10,20182966,2018-11-29,20419
20181119~20181125,보헤미안 랩소디,1,20185485,2018-10-31,4644451
20181119~20181125,성난황소,2,20184481,2018-11-22,921018
20181119~20181125,신비한 동물들과 그린델왈드의 범죄,3,20176814,2018-11-14,2165744
20181119~20181125,완벽한 타인,4,20177538,2018-10-31,4890354
20181119~20181125,번 더 스테이지: 더 무비,5,20183050,2018-11-15,298402
20181119~20181125,베일리 어게인,6,20183073,2018-11-22,45254
20181119~20181125,바울,7,20181171,2018-10-31,201760
20181119~20181125,출국,8,20182935,2018-11-14,71407
20181119~20181125,툴리,9,20182669,2018-11-22,24325
20181119~20181125,너의 췌장을 먹고 싶어,10,20186822,2018-11-15,48910
20181112~20181118,신비한 동물들과 그린델왈드의 범죄,1,20176814,2018-11-14,1519853
20181112~20181118,보헤미안 랩소디,2,20185485,2018-10-31,3138018
20181112~20181118,완벽한 타인,3,20177538,2018-10-31,4350472
20181112~20181118,번 더 스테이지: 더 무비,4,20183050,2018-11-15,235068
20181112~20181118,동네사람들,5,20170513,2018-11-07,445625
20181112~20181118,성난황소,6,20184481,2018-11-22,78606
20181112~20181118,바울,7,20181171,2018-10-31,160277
20181112~20181118,출국,8,20182935,2018-11-14,36975
20181112~20181118,너의 췌장을 먹고 싶어,9,20186822,2018-11-15,33882
20181112~20181118,해피 투게더,10,20189869,2018-11-15,15745
20181105~20181111,완벽한 타인,1,20177538,2018-10-31,3375748
20181105~20181111,보헤미안 랩소디,2,20185485,2018-10-31,1843165
20181105~20181111,동네사람들,3,20170513,2018-11-07,352215
20181105~20181111,바울,4,20181171,2018-10-31,108996
20181105~20181111,창궐,5,20174981,2018-10-25,1588443
20181105~20181111,해리포터와 마법사의 돌,6,20010291,2001-12-13,259733
20181105~20181111,여곡성,7,20179006,2018-11-08,55997
20181105~20181111,벽 속에 숨은 마법시계,8,20181404,2018-10-31,211233
20181105~20181111,스타 이즈 본,9,20180523,2018-10-09,458917
20181105~20181111,구스범스: 몬스터의 역습,10,20182693,2018-11-07,21400
20181029~20181104,완벽한 타인,1,20177538,2018-10-31,1664602
20181029~20181104,보헤미안 랩소디,2,20185485,2018-10-31,709323
20181029~20181104,창궐,3,20174981,2018-10-25,1523708
20181029~20181104,벽 속에 숨은 마법시계,4,20181404,2018-10-31,169342
20181029~20181104,해리포터와 마법사의 돌,5,20010291,2001-12-13,201766
20181029~20181104,할로윈,6,20180987,2018-10-31,90492
20181029~20181104,암수살인,7,20179189,2018-10-03,3777611
20181029~20181104,미쓰백,8,20189067,2018-10-11,710780
20181029~20181104,스타 이즈 본,9,20180523,2018-10-09,425140
20181029~20181104,크레이지 리치 아시안,10,20182403,2018-10-25,147806
20181022~20181028,창궐,1,20174981,2018-10-25,1008978
20181022~20181028,암수살인,2,20179189,2018-10-03,3697650
20181022~20181028,퍼스트맨,3,20186321,2018-10-18,630470
20181022~20181028,미쓰백,4,20189067,2018-10-11,640927
20181022~20181028,베놈,5,20177221,2018-10-03,3851409
20181022~20181028,크레이지 리치 아시안,6,20182403,2018-10-25,106285
20181022~20181028,해리포터와 마법사의 돌,7,20010291,2001-12-13,103477
20181022~20181028,스타 이즈 본,8,20180523,2018-10-09,366965
20181022~20181028,완벽한 타인,9,20177538,2018-10-31,42009
20181022~20181028,곰돌이 푸 다시 만나 행복해,10,20189123,2018-10-03,486038
20181015~20181021,암수살인,1,20179189,2018-10-03,3396777
20181015~20181021,베놈,2,20177221,2018-10-03,3672473
20181015~20181021,퍼스트맨,3,20186321,2018-10-18,423192
20181015~20181021,미쓰백,4,20189067,2018-10-11,452578
20181015~20181021,스타 이즈 본,5,20180523,2018-10-09,267701
20181015~20181021,곰돌이 푸 다시 만나 행복해,6,20189123,2018-10-03,458896
20181015~20181021,안시성,7,20176122,2018-09-19,5413370
20181015~20181021,배반의 장미,8,20184678,2018-10-18,29890
20181015~20181021,펭귄 하이웨이,9,20187521,2018-10-18,25631
20181015~20181021,액슬,10,20180628,2018-10-18,12152
20181008~20181014,암수살인,1,20179189,2018-10-03,2833894
20181008~20181014,베놈,2,20177221,2018-10-03,3249459
20181008~20181014,안시성,3,20176122,2018-09-19,5354290
20181008~20181014,미쓰백,4,20189067,2018-10-11,193787
20181008~20181014,곰돌이 푸 다시 만나 행복해,5,20189123,2018-10-03,395864
20181008~20181014,스타 이즈 본,6,20180523,2018-10-09,153395
20181008~20181014,다이노 어드벤처2: 육해공 공룡 대백과,7,20180770,2018-10-09,34822
20181008~20181014,셜록 놈즈,8,20189462,2018-10-03,83846
20181008~20181014,협상,9,20177308,2018-09-19,1953273
20181008~20181014,에브리데이,10,20188661,2018-10-11,21620
20181001~20181007,베놈,1,20177221,2018-10-03,2081202
20181001~20181007,암수살인,2,20179189,2018-10-03,1612454
20181001~20181007,안시성,3,20176122,2018-09-19,5133957
20181001~20181007,곰돌이 푸 다시 만나 행복해,4,20189123,2018-10-03,227697
20181001~20181007,협상,5,20177308,2018-09-19,1931934
20181001~20181007,명당,6,20172204,2018-09-19,2066465
20181001~20181007,원더풀 고스트,7,20167903,2018-09-26,439910
20181001~20181007,셜록 놈즈,8,20189462,2018-10-03,59338
20181001~20181007,더 넌,9,20189262,2018-09-19,1007366
20181001~20181007,서치,10,20185046,2018-08-29,2944333
20180924~20180930,안시성,1,20176122,2018-09-19,4531957
20180924~20180930,명당,2,20172204,2018-09-19,1971204
20180924~20180930,협상,3,20177308,2018-09-19,1743942
20180924~20180930,더 넌,4,20189262,2018-09-19,964654
20180924~20180930,원더풀 고스트,5,20167903,2018-09-26,377743
20180924~20180930,서치,6,20185046,2018-08-29,2918221
20180924~20180930,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,7,20188304,2018-09-20,151054
20180924~20180930,루이스,8,20189268,2018-09-20,89501
20180924~20180930,에그엔젤 코코밍: 두근두근 핼러윈 파티,9,20180167,2018-09-22,42980
20180924~20180930,극장판 뽀잉: 슈퍼 변신의 비밀,10,20189746,2018-09-20,35688
20180917~20180923,안시성,1,20176122,2018-09-19,1410564
20180917~20180923,명당,2,20172204,2018-09-19,759842
20180917~20180923,협상,3,20177308,2018-09-19,618547
20180917~20180923,더 넌,4,20189262,2018-09-19,544834
20180917~20180923,서치,5,20185046,2018-08-29,2736208
20180917~20180923,물괴,6,20156554,2018-09-12,702096
20180917~20180923,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,7,20188304,2018-09-20,46616
20180917~20180923,너의 결혼식,8,20153446,2018-08-22,2812226
20180917~20180923,루이스,9,20189268,2018-09-20,30262
20180917~20180923,더 프레데터,10,20188581,2018-09-12,169814
20180910~20180916,서치,1,20185046,2018-08-29,2517490
20180910~20180916,물괴,2,20156554,2018-09-12,613890
20180910~20180916,너의 결혼식,3,20153446,2018-08-22,2772819
20180910~20180916,더 프레데터,4,20188581,2018-09-12,149398
20180910~20180916,업그레이드,5,20189362,2018-09-06,178153
20180910~20180916,상류사회,6,20177537,2018-08-29,760945
20180910~20180916,맘마미아!2,7,20181942,2018-08-08,2280120
20180910~20180916,신과함께-인과 연,8,20186202,2018-08-01,12264813
20180910~20180916,공작,9,20179101,2018-08-08,4968325
20180910~20180916,안시성,10,20176122,2018-09-19,14909
20180903~20180909,서치,1,20185046,2018-08-29,1735639
20180903~20180909,너의 결혼식,2,20153446,2018-08-22,2522791
20180903~20180909,상류사회,3,20177537,2018-08-29,717287
20180903~20180909,업그레이드,4,20189362,2018-09-06,109579
20180903~20180909,신과함께-인과 연,5,20186202,2018-08-01,12231385
20180903~20180909,맘마미아!2,6,20181942,2018-08-08,2246284
20180903~20180909,공작,7,20179101,2018-08-08,4949585
20180903~20180909,목격자,8,20170670,2018-08-15,2512159
20180903~20180909,어드리프트:우리가 함께한 바다,9,20189261,2018-09-06,41977
20180903~20180909,나를 차버린 스파이,10,20187647,2018-08-22,258016
20180827~20180902,너의 결혼식,1,20153446,2018-08-22,1949364
20180827~20180902,서치,2,20185046,2018-08-29,570893
20180827~20180902,상류사회,3,20177537,2018-08-29,508651
20180827~20180902,목격자,4,20170670,2018-08-15,2453638
20180827~20180902,신과함께-인과 연,5,20186202,2018-08-01,12128608
20180827~20180902,공작,6,20179101,2018-08-08,4879586
20180827~20180902,맘마미아!2,7,20181942,2018-08-08,2159125
20180827~20180902,나를 차버린 스파이,8,20187647,2018-08-22,235053
20180827~20180902,미션 임파서블: 폴아웃,9,20181181,2018-07-25,6567099
20180827~20180902,그래비티,10,20139221,2013-10-17,3262924
20180820~20180826,너의 결혼식,1,20153446,2018-08-22,901602
20180820~20180826,목격자,2,20170670,2018-08-15,2197215
20180820~20180826,공작,3,20179101,2018-08-08,4662622
20180820~20180826,신과함께-인과 연,4,20186202,2018-08-01,11881573
20180820~20180826,맘마미아!2,5,20181942,2018-08-08,1957041
20180820~20180826,나를 차버린 스파이,6,20187647,2018-08-22,163992
20180820~20180826,몬스터 호텔 3,7,20184802,2018-08-08,1023630
20180820~20180826,메가로돈,8,20183584,2018-08-15,515536
20180820~20180826,미션 임파서블: 폴아웃,9,20181181,2018-07-25,6528842
20180820~20180826,마일22,10,20187657,2018-08-23,51350
20180813~20180819,공작,1,20179101,2018-08-08,4041576
20180813~20180819,신과함께-인과 연,2,20186202,2018-08-01,11319843
20180813~20180819,목격자,3,20170670,2018-08-15,1365429
20180813~20180819,맘마미아!2,4,20181942,2018-08-08,1582210
20180813~20180819,메가로돈,5,20183584,2018-08-15,413426
20180813~20180819,몬스터 호텔 3,6,20184802,2018-08-08,904506
20180813~20180819,미션 임파서블: 폴아웃,7,20181181,2018-07-25,6433729
20180813~20180819,극장판 도라에몽: 진구의 보물섬,8,20187641,2018-08-15,138640
20180813~20180819,명탐정 코난 : 제로의 집행인,9,20187427,2018-08-08,377257
20180813~20180819,극장판 헬로카봇 : 백악기 시대,10,20186501,2018-08-01,854230
20180806~20180812,신과함께-인과 연,1,20186202,2018-08-01,9631229
20180806~20180812,공작,2,20179101,2018-08-08,2066490
20180806~20180812,맘마미아!2,3,20181942,2018-08-08,861456
20180806~20180812,미션 임파서블: 폴아웃,4,20181181,2018-07-25,6152563
20180806~20180812,몬스터 호텔 3,5,20184802,2018-08-08,511348
20180806~20180812,명탐정 코난 : 제로의 집행인,6,20187427,2018-08-08,282149
20180806~20180812,극장판 헬로카봇 : 백악기 시대,7,20186501,2018-08-01,785341
20180806~20180812,인크레더블 2,8,20183361,2018-07-18,2998015
20180806~20180812,신비아파트: 금빛 도깨비와 비밀의 동굴,9,20185242,2018-07-25,667879
20180806~20180812,어느 가족,10,20186121,2018-07-26,123887
20180730~20180805,신과함께-인과 연,1,20186202,2018-08-01,6193754
20180730~20180805,미션 임파서블: 폴아웃,2,20181181,2018-07-25,5495184
20180730~20180805,인크레더블 2,3,20183361,2018-07-18,2889428
20180730~20180805,극장판 헬로카봇 : 백악기 시대,4,20186501,2018-08-01,621788
